repo,java_file,mxcoco
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_DiscoverableSubtypeResolver_1.java,3
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getValidationQueryTimeout_101.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/GuavaExtrasModule_getModuleName_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setDefaultCatalog_46.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/CaffeineModule_setupModule_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_silentlyCommitTransactionIfNeeded_15.java,2
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/CaffeineModule_version_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getDefaultCatalog_8.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/FuzzyEnumModule_version_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setLogAbandoned_51.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/GuavaExtrasModule_version_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_peek_25.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/FuzzyEnumModule_setupModule_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getUseLock_87.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/GuavaExtrasModule_setupModule_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getConnection_4.java,4
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_getDiscoveredSubtypes_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isJmxEnabled_76.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/Jackson_newMinimalObjectMapper_4.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getConnectionAsync_1.java,7
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/Jackson_newObjectMapper_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setCommitOnReturn_135.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/FuzzyEnumModule_getModuleName_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_unlock_32.java,2
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/Jackson_configure_5.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setValidationInterval_41.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_DiscoverableSubtypeResolver_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setJdbcInterceptors_45.java,0
dropwizard/dropwizard,/dropwizard-jackson/src/main/java/io/dropwizard/jackson/DiscoverableSubtypeResolver_discoverServices_4.java,11
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setFairQueue_47.java,0
dropwizard/dropwizard,/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_configure_4.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_toString_18.java,0
dropwizard/dropwizard,/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_getConfigurationKey_5.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getStackTrace_37.java,5
dropwizard/dropwizard,/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_FreemarkerViewRenderer_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/TrapException_TrapException_0.java,0
dropwizard/dropwizard,/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_isRenderable_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isTestOnReturn_26.java,0
dropwizard/dropwizard,/dropwizard-views-freemarker/src/main/java/io/dropwizard/views/freemarker/FreemarkerViewRenderer_FreemarkerViewRenderer_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ProxyConnection_getConnection_0.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getOcspResponderUrl_51.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setNumTestsPerEvictionRun_30.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/SslReload_reload_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setInitialSize_50.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_admin_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getBorrowedCount_70.java,1
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getKeyStorePath_5.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_isMaxAgeExpired_8.java,2
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getMaxBufferPoolSize_24.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setUseLock_88.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setUriCompliance_49.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/MultiLockFairBlockingQueue_iterator_9.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_buildBufferPool_61.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getThreadDump_36.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/ServerPushFilterFactory_setEnabled_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_init_14.java,24
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getCertAlias_36.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setMaxWait_27.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getSupportedProtocols_59.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setValidationQueryTimeout_33.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/NetUtil_getDefaultTcpBacklog_3.java,1
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isIgnoreExceptionOnPreLoad_145.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setResponseCookieCompliance_53.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getPropagateInterruptState_104.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getNeedClientAuth_30.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setValidationInterval_68.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getBindHost_4.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setAlternateUsernameAllowed_95.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_ServletEnvironment_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setValidatorClassName_70.java,5
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addServlet_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setTestOnReturn_36.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setSecurityHandler_14.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_toString_38.java,1
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setBaseResource_8.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getMaxActive_86.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setBaseResource_10.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setMinIdle_29.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addFilter_4.java,1
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getNumActive_66.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addFilter_5.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_testAllIdle_35.java,12
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addFilter_3.java,1
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_borrowConnection_21.java,39
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addServlet_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ProxyConnection_getDelegateConnection_10.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setProtectedTargets_7.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_offer_2.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setSessionHandler_13.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_setupConnection_11.java,15
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setInitParameter_12.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getPoolName_22.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_checkDuplicateRegistration_16.java,1
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_shouldClose_26.java,5
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setBaseResource_9.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/StatementFacade_closeInvoked_1.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addMimeMapping_15.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getNumIdle_62.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_setResourceBase_11.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/MultiLockFairBlockingQueue_containsAll_20.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/setup/ServletEnvironment_addServletListeners_6.java,1
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_disconnectEvent_42.java,1
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_isUseServerHeader_38.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_setPoolProperties_26.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DisposableConnectionFacade_equals_3.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getKeyStoreType_11.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isAlternateUsernameAllowed_133.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/ServerPushFilterFactory_getAssociatePeriod_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_initializePoolCleaner_16.java,1
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getIdleTimeout_18.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/MultiLockFairBlockingQueue_element_26.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setOutputBufferSize_11.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setDefaultAutoCommit_45.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getKeyStorePassword_8.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setUrl_66.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getEndpointIdentificationAlgorithm_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getLoginTimeout_57.java,2
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/NetUtil_getTcpBacklog_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_addAll_16.java,1
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getMaxRequestHeaderSize_12.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getConnectionAsync_9.java,1
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/SslReload_getFactory_3.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getValidationInterval_37.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getExcludedProtocols_62.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getMaxWait_88.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setHeaderCacheSize_9.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_poll_8.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getMinResponseDataPerSecond_26.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isRemoveAbandoned_110.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_getBufferSize_4.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/MultiLockFairBlockingQueue_offer_4.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/MultiLockFairBlockingQueue_getNextPoll_1.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_setDeflateCompressionLevel_11.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_toArray_22.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_getDeflateCompressionLevel_10.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_buildHttpConfiguration_60.java,1
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getMinIdle_90.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolUtilities_cloneWithoutPassword_1.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setUseForwardedHeaders_43.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_buildHttpConnectionFactory_59.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_ConnectionPool_0.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_getExcludedPaths_14.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/jmx/ConnectionPool_ConnectionPool_0.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_setValidatePeers_58.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_offer_1.java,6
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_isInheritChannel_6.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ProxyConnection_getPool_2.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getOutputBufferSize_10.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getProxyConstructor_12.java,3
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getCrlPath_39.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isTestWhileIdle_115.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setInputBufferSize_17.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_FairBlockingQueue_0.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_isDisableSniHostCheck_73.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_setMinimumEntitySize_3.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/MultiLockFairBlockingQueue_put_15.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getTrustStoreProvider_18.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getIdle_9.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_isValidateCerts_71.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DisposableConnectionFacade_reset_1.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getHttpCompliance_46.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_setDiscarded_24.java,2
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getTrustStoreType_16.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setAccessToUnderlyingConnectionAllowed_42.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getExcludedCipherSuites_66.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/MultiLockFairBlockingQueue_pollAsync_6.java,2
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/GzipHandlerFactory_getCompressedMimeTypes_6.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getValidationQuery_100.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setUseDateHeader_41.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setTestOnConnect_72.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_isUseProxyProtocol_44.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setLogValidationErrors_141.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_isUseForwardedHeaders_42.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/MultiLockFairBlockingQueue_remainingCapacity_16.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setUseServerHeader_39.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getUsername_98.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getPort_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isUseEquals_83.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_getJceProvider_54.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isTestOnConnect_113.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_buildHttpConfiguration_79.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isTestOnConnect_39.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/ServerPushFilterFactory_addFilter_12.java,3
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_suspect_19.java,4
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/SslReload_reloadDryRun_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isLogAbandoned_108.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getInputBufferSize_16.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_getAbandonTimeout_11.java,2
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_httpConnections_56.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_setLastValidated_25.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/ServerPushFilterFactory_setAssociatePeriod_3.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getDataSourceJNDI_92.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getSelectorThreads_32.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/MultiLockFairBlockingQueue_remove_28.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setMinRequestDataPerSecond_29.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_take_15.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setSelectorThreads_33.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getLogValidationErrors_142.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getRequestCookieCompliance_50.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getTimeBetweenEvictionRunsMillis_96.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpsConnectorFactory_logSslParameters_80.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getDefaultAutoCommit_78.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_getMinBufferPoolSize_20.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_drainTo_11.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setMinResponseDataPerSecond_27.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setUseStatementFacade_148.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_application_0.java,0
dropwizard/dropwizard,/dropwizard-jetty/src/main/java/io/dropwizard/jetty/HttpConnectorFactory_setMaxBufferPoolSize_25.java,0
